See https://www.sciencedirect.com/science/article/abs/pii/S0019103523004001
Optical depth (tau) as measured with MSL Mastcam by Mark Lemmon, MLemmon@SpaceScience.org
L7, M34, 880-nm
Generated: Wed Sep 20 10:01:49 2023
(Values of -1 indicate absence of validated data)
Lines of data in this table:         1938
*************************************************************
                    Product_ID,      Sol,   L_s,   tau, sigma
2441ML0129420010902832C00_DXXX,2441.5029,  41.3, 0.679, 0.033
2447ML0129690010903060C00_DXXX,2447.3669,  44.0, 0.710, 0.022
2447ML0129810010903133C00_DXXX,2447.6709,  44.1, 0.770, 0.016
2450ML0129990010903283C00_DXXX,2450.5386,  45.4, 0.744, 0.032
2452ML0130130010903297C00_DXXX,2452.5249,  46.4, 0.732, 0.032
2453ML0130150010903303C00_DXXX,2453.3081,  46.7, 0.697, 0.014
2455ML0130320010903478C00_DXXX,2455.5444,  47.7, 0.766, 0.031
2458ML0130430010903539C00_DXXX,2458.6814,  49.2, 0.754, 0.014
2460ML0130630010903619C00_DXXX,2460.2832,  49.9, 0.695, 0.020
2464ML0130780010903706C00_DXXX,2464.5039,  51.8, 0.770, 0.032
2465ML0130800010903712C00_DXXX,2465.7234,  52.4, 0.737, 0.028
2465ML0130800030903713C00_DXXX,2465.7244,  52.4, 0.738, 0.029
2465ML0130800050903714C00_DXXX,2465.7256,  52.4, 0.741, 0.031
2465ML0130800070903715C00_DXXX,2465.7266,  52.4, 0.745, 0.033
2465ML0130800090903716C00_DXXX,2465.7278,  52.4, 0.747, 0.035
2465ML0130800110903717C00_DXXX,2465.7288,  52.4, 0.750, 0.038
2465ML0130800130903718C00_DXXX,2465.7300,  52.4, 0.754, 0.040
2465ML0130800150903719C00_DXXX,2465.7310,  52.4, 0.757, 0.043
2465ML0130800170903720C00_DXXX,2465.7322,  52.4, 0.759, 0.046
2465ML0130800190903721C00_DXXX,2465.7332,  52.4, 0.765, 0.050
2466ML0130810010903724C00_DXXX,2466.5132,  52.7, 0.740, 0.032
2467ML0130910010903841C00_DXXX,2467.6399,  53.2, 0.698, 0.020
2468ML0130940010903848C00_DXXX,2468.4016,  53.6, 0.737, 0.026
2470ML0131040010904022C00_DXXX,2470.5356,  54.5, 0.749, 0.031
2474ML0131310010904172C00_DXXX,2474.3464,  56.3, 0.677, 0.018
2474ML0131360010904244I01_DXXX,2474.6216,  56.4, 0.706, 0.025
2476ML0131490010904321C00_DXXX,2476.6406,  57.3, 0.685, 0.020
2479ML0131620010904393C00_DXXX,2479.6238,  58.6, 0.693, 0.022
2481ML0131680010904568C00_DXXX,2481.3833,  59.4, 0.652, 0.024
2481ML0131740010904658C00_DXXX,2481.5415,  59.5, 0.679, 0.031
2483ML0131920010904689C00_DXXX,2483.5442,  60.4, 0.613, 0.031
2485ML0132060010904765C00_DXXX,2485.5146,  61.3, 0.622, 0.032
2488ML0132150010904919C00_DXXX,2488.3386,  62.6, 0.624, 0.017
2492ML0132380010904941C00_DXXX,2492.5225,  64.4, 0.620, 0.032
2493ML0132470010905072C00_DXXX,2493.3533,  64.8, 0.577, 0.019
2498ML0132590010905095C00_DXXX,2498.6343,  67.2, 0.594, 0.021
2501ML0132630010905105C00_DXXX,2501.4705,  68.5, 0.547, 0.031
2501ML0132670020905111C00_DXXX,2501.7231,  68.6, 0.556, 0.030
2501ML0132670040905112C00_DXXX,2501.7239,  68.6, 0.557, 0.031
2501ML0132670060905113C00_DXXX,2501.7249,  68.6, 0.558, 0.033
2501ML0132670080905114C00_DXXX,2501.7261,  68.6, 0.559, 0.035
2501ML0132670100905115C00_DXXX,2501.7273,  68.6, 0.559, 0.037
2501ML0132670120905116C00_DXXX,2501.7283,  68.6, 0.559, 0.040
2501ML0132670140905117C00_DXXX,2501.7295,  68.6, 0.558, 0.042
2501ML0132670160905118C00_DXXX,2501.7305,  68.6, 0.556, 0.046
2501ML0132670180905119C00_DXXX,2501.7317,  68.6, 0.555, 0.049
2501ML0132670200905120C00_DXXX,2501.7327,  68.6, 0.553, 0.053
2501ML0132670220905121C00_DXXX,2501.7336,  68.6, 0.554, 0.057
2504ML0132890010905129C00_DXXX,2504.4939,  69.8, 0.553, 0.032
2504ML0132990010905157C00_DXXX,2504.6267,  69.9, 0.558, 0.022
2523ML0133020010905187C00_DXXX,2523.4778,  78.3, 0.537, 0.031
2523ML0133070010805194C00_DXXX,2523.6707,  78.4, 0.538, 0.015
2525ML0133210010805272C00_DXXX,2525.4910,  79.2, 0.558, 0.031
2528ML0133330010805319C00_DXXX,2528.5059,  80.6, 0.522, 0.031
2529ML0133410010805331C00_DXXX,2529.6606,  81.1, 0.513, 0.017
2532ML0133460010805375C00_DXXX,2532.4675,  82.4, 0.528, 0.031
2534ML0133520010805395C00_DXXX,2534.5767,  83.3, 0.513, 0.028
2535ML0133550010805400C00_DXXX,2535.7222,  83.8, 0.472, 0.029
2535ML0133550030805401C00_DXXX,2535.7231,  83.8, 0.472, 0.031
2535ML0133550050805402C00_DXXX,2535.7239,  83.8, 0.473, 0.032
2535ML0133550070805403C00_DXXX,2535.7249,  83.8, 0.471, 0.034
2535ML0133550090805404C00_DXXX,2535.7256,  83.8, 0.471, 0.035
2535ML0133550110805405C00_DXXX,2535.7266,  83.8, 0.470, 0.037
2535ML0133550130805406C00_DXXX,2535.7275,  83.8, 0.471, 0.039
2535ML0133550150805407C00_DXXX,2535.7283,  83.8, 0.471, 0.041
2535ML0133550170805408C00_DXXX,2535.7292,  83.8, 0.471, 0.044
2535ML0133550190805409C00_DXXX,2535.7302,  83.8, 0.470, 0.046
2535ML0133550210805410C00_DXXX,2535.7310,  83.8, 0.467, 0.049
2535ML0133550230805411C00_DXXX,2535.7319,  83.8, 0.465, 0.052
2539ML0133590010805415C00_DXXX,2539.5574,  85.6, 0.508, 0.029
2541ML0133650010805436C00_DXXX,2541.3682,  86.4, 0.495, 0.021
2541ML0133700010805447C00_DXXX,2541.5305,  86.5, 0.512, 0.030
2544ML0133750010805457C00_DXXX,2544.4507,  87.8, 0.478, 0.030
2548ML0133840010805463C00_DXXX,2548.3579,  89.5, 0.475, 0.019
2550ML0134000010805472I01_DXXX,2550.4932,  90.5, 0.493, 0.034
2554ML0134170010805509C00_DXXX,2554.4834,  92.3, 0.460, 0.031
2555ML0134230030805528C00_DXXX,2555.3992,  92.7, 0.493, 0.025
2559ML0134390010805601C00_DXXX,2559.5479,  94.6, 0.550, 0.029
2561ML0134440010805754C00_DXXX,2561.4031,  95.5, 0.510, 0.026
2561ML0134470010805761C00_DXXX,2561.5266,  95.5, 0.504, 0.031
2562ML0134490010805767C00_DXXX,2562.4944,  96.0, 0.504, 0.032
2565ML0134620010805798C00_DXXX,2565.2695,  97.2, 0.532, 0.048
2565ML0134680010805822C00_DXXX,2565.6160,  97.4, 0.539, 0.023
2569ML0134870010805915C00_DXXX,2569.6191,  99.2, 0.501, 0.022
2569ML0134890010705985C00_DXXX,2569.7219,  99.3, 0.520, 0.029
2569ML0134890030705986C00_DXXX,2569.7231,  99.3, 0.514, 0.031
2569ML0134890050705987C00_DXXX,2569.7241,  99.3, 0.508, 0.032
2569ML0134890070705988C00_DXXX,2569.7253,  99.3, 0.508, 0.035
2569ML0134890090705989C00_DXXX,2569.7266,  99.3, 0.505, 0.037
2569ML0134890110705990C00_DXXX,2569.7278,  99.3, 0.503, 0.040
2569ML0134890130705991C00_DXXX,2569.7288,  99.3, 0.504, 0.043
2569ML0134890150705992C00_DXXX,2569.7300,  99.3, 0.499, 0.046
2569ML0134890170705993C00_DXXX,2569.7312,  99.3, 0.494, 0.049
2569ML0134890190705994C00_DXXX,2569.7324,  99.3, 0.493, 0.054
2571ML0135020010706050C00_DXXX,2571.5608, 100.1, 0.493, 0.029
2575ML0135200010706099C00_DXXX,2575.3140, 101.9, 0.493, 0.014
2575ML0135210010706104C00_DXXX,2575.5012, 101.9, 0.523, 0.031
2578ML0135420010606248C00_DXXX,2578.6042, 103.4, 0.496, 0.024
2580ML0135490010506490C00_DXXX,2580.5574, 104.3, 0.475, 0.029
2582ML0135630010506520C00_DXXX,2582.2832, 105.1, 0.548, 0.023
2582ML0135670010506553C00_DXXX,2582.4900, 105.2, 0.502, 0.031
2585ML0135810010506676C00_DXXX,2585.4983, 106.6, 0.516, 0.031
2586ML0135920010506725C00_DXXX,2586.6924, 107.1, 0.495, 0.013
2588ML0135990010506807C00_DXXX,2588.5894, 108.0, 0.487, 0.026
2589ML0136010010506810C00_DXXX,2589.2957, 108.3, 0.461, 0.015
2589ML0136070020506842C00_DXXX,2589.7227, 108.5, 0.491, 0.029
2589ML0136070040506843C00_DXXX,2589.7246, 108.5, 0.491, 0.032
2589ML0136070060506844C00_DXXX,2589.7263, 108.5, 0.487, 0.036
2589ML0136070080506845C00_DXXX,2589.7280, 108.5, 0.487, 0.039
2589ML0136070100506846C00_DXXX,2589.7297, 108.5, 0.481, 0.044
2589ML0136070120506847C00_DXXX,2589.7314, 108.5, 0.482, 0.049
2589ML0136070140506848C00_DXXX,2589.7332, 108.5, 0.475, 0.056
2592ML0136290010406929C00_DXXX,2592.5051, 109.9, 0.482, 0.031
2593ML0136380010406961C00_DXXX,2593.6064, 110.4, 0.501, 0.024
2601ML0136630010207577C00_DXXX,2601.2971, 114.0, 0.464, 0.015
2601ML0136640010207582C00_DXXX,2601.5120, 114.1, 0.463, 0.031
2601ML0136730010207901C00_DXXX,2601.7249, 114.2, 0.474, 0.032
2601ML0136730030207902C00_DXXX,2601.7266, 114.2, 0.473, 0.035
2601ML0136730050207903C00_DXXX,2601.7283, 114.2, 0.470, 0.039
2601ML0136730070207904C00_DXXX,2601.7302, 114.2, 0.464, 0.044
2601ML0136730090207905C00_DXXX,2601.7319, 114.2, 0.464, 0.049
2601ML0136730110207906C00_DXXX,2601.7336, 114.2, 0.455, 0.056
2607ML0136940010208416C00_DXXX,2607.5234, 116.9, 0.452, 0.031
2609ML0137020011000002C00_DXXX,2609.4932, 117.9, 0.451, 0.032
2610ML0137190011000146C00_DXXX,2610.3098, 118.3, 0.426, 0.013
2610ML0137200011000151C00_DXXX,2610.6594, 118.4, 0.412, 0.017
2612ML0137310011000295C00_DXXX,2612.5769, 119.4, 0.412, 0.028
2612ML0137320011000300C00_DXXX,2612.7239, 119.4, 0.418, 0.030
2612ML0137320031000301C00_DXXX,2612.7263, 119.4, 0.415, 0.034
2612ML0137320051000302C00_DXXX,2612.7280, 119.4, 0.409, 0.038
2612ML0137320071000303C00_DXXX,2612.7297, 119.4, 0.410, 0.042
2612ML0137320091000304C00_DXXX,2612.7314, 119.4, 0.407, 0.047
2612ML0137320111000305C00_DXXX,2612.7332, 119.4, 0.401, 0.053
2617ML0137490011000474C00_DXXX,2617.3411, 121.6, 0.398, 0.017
2617ML0137520011000612C00_DXXX,2617.5564, 121.8, 0.389, 0.030
2620ML0137620011000659C00_DXXX,2620.5295, 123.2, 0.402, 0.031
2620ML0137680011000685C00_DXXX,2620.7239, 123.3, 0.387, 0.029
2620ML0137680031000686C00_DXXX,2620.7251, 123.3, 0.390, 0.031
2620ML0137680051000687C00_DXXX,2620.7263, 123.3, 0.394, 0.033
2620ML0137680071000688C00_DXXX,2620.7275, 123.3, 0.391, 0.036
2620ML0137680091000689C00_DXXX,2620.7285, 123.3, 0.397, 0.038
2620ML0137680111000690C00_DXXX,2620.7297, 123.3, 0.400, 0.041
2620ML0137680131000691C00_DXXX,2620.7310, 123.3, 0.396, 0.044
2620ML0137680151000692C00_DXXX,2620.7322, 123.3, 0.394, 0.048
2620ML0137680171000693C00_DXXX,2620.7332, 123.3, 0.386, 0.052
2620ML0137680191000694C00_DXXX,2620.7344, 123.3, 0.386, 0.056
2626ML0137700011000698C00_DXXX,2626.4829, 126.1, 0.456, 0.032
2632ML0137850011000718C00_DXXX,2632.4502, 129.0, 0.424, 0.031
2633ML0137920011000909C00_DXXX,2633.2703, 129.4, 0.410, 0.039
2635ML0138010011000989C00_DXXX,2635.6895, 130.6, 0.400, 0.014
2637ML0138100011001028C00_DXXX,2637.2788, 131.4, 0.332, 0.024
2640ML0138190011001129C00_DXXX,2640.4690, 133.0, 0.408, 0.032
2641ML0138310011001169C00_DXXX,2641.7239, 133.6, 0.425, 0.028
2641ML0138310031001170C00_DXXX,2641.7253, 133.6, 0.418, 0.030
2641ML0138310051001171C00_DXXX,2641.7263, 133.6, 0.412, 0.031
2641ML0138310071001172C00_DXXX,2641.7275, 133.6, 0.405, 0.034
2641ML0138310091001173C00_DXXX,2641.7288, 133.6, 0.404, 0.036
2641ML0138310111001174C00_DXXX,2641.7300, 133.6, 0.404, 0.039
2641ML0138310131001175C00_DXXX,2641.7310, 133.6, 0.389, 0.042
2641ML0138310151001176C00_DXXX,2641.7322, 133.6, 0.383, 0.045
2641ML0138310171001177C00_DXXX,2641.7334, 133.6, 0.377, 0.049
2641ML0138310191001178C00_DXXX,2641.7346, 133.6, 0.374, 0.053
2642ML0138360011001194C00_DXXX,2642.6694, 134.1, 0.356, 0.016
2643ML0138410011001286C00_DXXX,2643.5068, 134.5, 0.430, 0.033
2644ML0138470011001319C00_DXXX,2644.3655, 134.9, 0.348, 0.022
2646ML0138560011001418C00_DXXX,2646.6899, 136.1, 0.407, 0.014
2654ML0138730011001456C00_DXXX,2654.3633, 140.0, 0.505, 0.022
2655ML0138900011001569C00_DXXX,2655.5095, 140.6, 0.635, 0.033
2657ML0139010011001575C00_DXXX,2657.3862, 141.5, 0.537, 0.025
2657ML0139120011001771C00_DXXX,2657.7273, 141.7, 0.721, 0.032
2657ML0139120031001772C00_DXXX,2657.7285, 141.7, 0.710, 0.034
2657ML0139120051001773C00_DXXX,2657.7295, 141.7, 0.706, 0.036
2657ML0139120071001774C00_DXXX,2657.7307, 141.7, 0.701, 0.039
2657ML0139120091001775C00_DXXX,2657.7319, 141.7, 0.681, 0.042
2657ML0139120111001776C00_DXXX,2657.7332, 141.7, 0.689, 0.045
2657ML0139120131001777C00_DXXX,2657.7341, 141.7, 0.681, 0.049
2657ML0139120151001778C00_DXXX,2657.7354, 141.7, 0.676, 0.053
2657ML0139120171001779C00_DXXX,2657.7366, 141.7, 0.655, 0.058
2659ML0139210011001972C00_DXXX,2659.5354, 142.6, 0.671, 0.032
2661ML0139370011002038C00_DXXX,2661.3015, 143.5, 0.577, 0.013
2663ML0139630011002173C00_DXXX,2663.5493, 144.7, 0.757, 0.032
2665ML0139700011002253C00_DXXX,2665.2988, 145.6, 0.901, 0.014
2666ML0139810011002291C00_DXXX,2666.4712, 146.2, 0.716, 0.033
2667ML0139900011002326C00_DXXX,2667.5574, 146.8, 0.689, 0.032
2670ML0140010011002340C00_DXXX,2670.4692, 148.3, 0.768, 0.033
2674ML0140150011002619C00_DXXX,2674.7290, 150.5, 0.765, 0.033
2674ML0140150031002620C00_DXXX,2674.7302, 150.5, 0.765, 0.035
2674ML0140150051002621C00_DXXX,2674.7314, 150.5, 0.759, 0.038
2674ML0140150071002622C00_DXXX,2674.7324, 150.5, 0.755, 0.041
2674ML0140150091002623C00_DXXX,2674.7336, 150.5, 0.750, 0.044
2674ML0140150111002624C00_DXXX,2674.7349, 150.5, 0.747, 0.048
2674ML0140150131002625C00_DXXX,2674.7361, 150.5, 0.742, 0.052
2674ML0140150151002626C00_DXXX,2674.7371, 150.5, 0.744, 0.057
2674ML0140150171002627C00_DXXX,2674.7383, 150.5, 0.745, 0.062
2679ML0140240011002637C00_DXXX,2679.3586, 153.0, 0.785, 0.022
2679ML0140290011002762C00_DXXX,2679.5776, 153.1, 0.768, 0.031
2681ML0140330011002854C00_DXXX,2681.6555, 154.2, 0.729, 0.020
2685ML0140560011002880C00_DXXX,2685.3191, 156.2, 0.790, 0.015
2689ML0140750011002941C00_DXXX,2689.6292, 158.5, 0.802, 0.024
2695ML0140990011003091C00_DXXX,2695.5969, 161.7, 0.779, 0.029
2697ML0141160011003179C00_DXXX,2697.6353, 162.9, 0.793, 0.024
2698ML0141180011003182C00_DXXX,2698.3601, 163.2, 0.860, 0.022
2700ML0141380011003542C00_DXXX,2700.6523, 164.5, 0.687, 0.020
2705ML0141730011003647C00_DXXX,2705.3269, 167.1, 0.733, 0.017
2710ML0141940011003780C00_DXXX,2710.5964, 170.0, 0.695, 0.029
2711ML0141990011003907C00_DXXX,2711.3972, 170.5, 0.791, 0.028
2716ML0142170011004068C00_DXXX,2716.5688, 173.4, 0.690, 0.032
2717ML0142190011004071C00_DXXX,2717.2964, 173.8, 0.698, 0.014
2719ML0142250011004218C00_DXXX,2719.6091, 175.2, 0.669, 0.028
2720ML0142270011004221C00_DXXX,2720.3286, 175.6, 0.694, 0.017
2723ML0142510011004259C00_DXXX,2723.5767, 177.4, 0.695, 0.032
2723ML0142530011004262C00_DXXX,2723.6465, 177.5, 0.706, 0.022
2726ML0142720011004364C00_DXXX,2726.6411, 179.2, 0.679, 0.024
2727ML0142760011004385C00_DXXX,2727.3267, 179.6, 0.741, 0.017
2727ML0142940011004428C00_DXXX,2727.6990, 179.8, 0.640, 0.014
2730ML0143080011004498C00_DXXX,2730.5835, 181.5, 0.746, 0.031
2731ML0143140011004564C00_DXXX,2731.5940, 182.1, 0.728, 0.030
2732ML0143150011004569C00_DXXX,2732.3201, 182.5, 0.726, 0.016
2732ML0143260011004600C00_DXXX,2732.7183, 182.7, 0.629, 0.017
2736ML0143430011004644C00_DXXX,2736.6692, 185.0, 0.590, 0.019
2739ML0143590011004769C00_DXXX,2739.3318, 186.6, 0.768, 0.018
2740ML0143660011004779C00_DXXX,2740.6248, 187.4, 0.699, 0.026
2742ML0143760011004870C00_DXXX,2742.5894, 188.5, 0.754, 0.032
2745ML0143920011005010C00_DXXX,2745.3145, 190.2, 0.796, 0.015
2748ML0144080011005151C00_DXXX,2748.5686, 192.1, 0.748, 0.033
2757ML0144580010905616C00_DXXX,2757.6550, 197.6, 0.681, 0.022
2760ML0144690010905755C00_DXXX,2760.6550, 199.4, 0.699, 0.022
2761ML0144710010905761C00_DXXX,2761.3794, 199.8, 0.821, 0.027
2762ML0144790010905934C00_DXXX,2762.5596, 200.6, 0.680, 0.035
2763ML0144810010905937C00_DXXX,2763.5852, 201.2, 0.697, 0.032
2765ML0144910010806090C00_DXXX,2765.5623, 202.4, 0.761, 0.034
2767ML0144940010806097C00_DXXX,2767.3904, 203.5, 0.767, 0.028
2768ML0145000010806159C00_DXXX,2768.5615, 204.3, 0.682, 0.034
2772ML0145090010706197C00_DXXX,2772.5027, 206.7, 0.804, 0.036
2775ML0145310010706257C00_DXXX,2775.3152, 208.5, 0.885, 0.016
2777ML0145470010706291C00_DXXX,2777.5571, 209.8, 0.814, 0.034
2781ML0145570010606354C00_DXXX,2781.3801, 212.2, 0.935, 0.026
2781ML0145610010606404C00_DXXX,2781.6917, 212.4, 0.876, 0.015
2784ML0145730010606541C00_DXXX,2784.5330, 214.2, 0.830, 0.035
2786ML0145900010606595C00_DXXX,2786.5232, 215.5, 0.836, 0.035
2786ML0145980010606674C00_DXXX,2786.7085, 215.6, 0.799, 0.014
2788ML0146020010606698C00_DXXX,2788.2976, 216.6, 1.061, 0.014
2791ML0146190010407024C00_DXXX,2791.5986, 218.7, 0.829, 0.030
2794ML0146420010407174C00_DXXX,2794.5806, 220.6, 0.951, 0.032
2794ML0146430010407176C00_DXXX,2794.6792, 220.7, 0.873, 0.016
2795ML0146450010407246C00_DXXX,2795.3145, 221.1, 1.062, 0.015
2798ML0146620010307426C00_DXXX,2798.5674, 223.1, 1.001, 0.033
2800ML0146750010307789C00_DXXX,2800.6936, 224.5, 1.009, 0.014
2801ML0146770010307795C00_DXXX,2801.3425, 224.9, 1.182, 0.020
2803ML0146980010307937C00_DXXX,2803.5808, 226.4, 1.056, 0.031
2812ML0147130010308045C00_DXXX,2812.3188, 232.0, 1.748, 0.019
2812ML0147180010308051C00_DXXX,2812.5481, 232.1, 1.446, 0.033
2813ML0147250010308155C00_DXXX,2813.5337, 232.8, 1.446, 0.034
2816ML0147340010308203C00_DXXX,2816.6887, 234.8, 1.417, 0.015
2817ML0147400010308284C00_DXXX,2817.7068, 235.5, 1.413, 0.013
2818ML0147450010308321C00_DXXX,2818.5662, 236.0, 1.452, 0.032
2819ML0147510010208423C00_DXXX,2819.5767, 236.7, 1.415, 0.032
2820ML0147540010208497C00_DXXX,2820.5476, 237.3, 1.392, 0.034
2822ML0147610010208528C00_DXXX,2822.3572, 238.5, 1.496, 0.022
2823ML0147760010208623C00_DXXX,2823.5754, 239.3, 1.376, 0.031
2825ML0147840010208675C00_DXXX,2825.5750, 240.6, 1.371, 0.031
2828ML0148050010208722C00_DXXX,2828.5535, 242.5, 1.334, 0.033
2829ML0148070010208725C00_DXXX,2829.3540, 243.0, 1.473, 0.021
2830ML0148170010108776C00_DXXX,2830.5442, 243.8, 1.318, 0.033
2831ML0148190010108904C00_DXXX,2831.6587, 244.5, 1.283, 0.020
2832ML0148210010108974C00_DXXX,2832.3313, 245.0, 1.416, 0.018
2833ML0148240010109055C00_DXXX,2833.5374, 245.8, 1.248, 0.034
2838ML0148480010109177I01_DXXX,2838.6868, 249.1, 1.096, 0.016
2841ML0148650010109330C00_DXXX,2841.5093, 251.0, 1.129, 0.033
2841ML0148660010109332C00_DXXX,2841.6758, 251.1, 1.131, 0.016
2842ML0148680010109338C00_DXXX,2842.2981, 251.5, 1.293, 0.014
2845ML0148780010109491C00_DXXX,2845.5088, 253.6, 1.160, 0.034
2847ML0148790011100002C00_DXXX,2847.5244, 254.9, 1.110, 0.033
2849ML0148850011100027C00_DXXX,2849.3027, 256.1, 1.142, 0.014
2852ML0149080011100144C00_DXXX,2852.6050, 258.2, 1.003, 0.027
2853ML0149110011100221C00_DXXX,2853.5278, 258.8, 1.026, 0.033
2854ML0149230011100235C00_DXXX,2854.3147, 259.3, 1.104, 0.015
2856ML0149240011100240C00_DXXX,2856.4932, 260.7, 1.146, 0.033
2861ML0149400011100310C00_DXXX,2861.5027, 264.0, 1.090, 0.033
2861ML0149410011100315C00_DXXX,2861.6570, 264.1, 1.035, 0.019
2863ML0149490011100413C00_DXXX,2863.2874, 265.2, 1.174, 0.014
2866ML0149550011100482C00_DXXX,2866.5425, 267.3, 0.941, 0.032
2869ML0149660011100510C00_DXXX,2869.4746, 269.2, 0.919, 0.033
2870ML0149720011100535C00_DXXX,2870.2839, 269.7, 1.058, 0.015
2873ML0149930011100685C00_DXXX,2873.5603, 271.8, 0.942, 0.031
2877ML0150010011100750C00_DXXX,2877.3311, 274.2, 0.992, 0.018
2877ML0150040011100757C00_DXXX,2877.4871, 274.3, 0.935, 0.033
2878ML0150150011100856C00_DXXX,2878.6584, 275.1, 0.904, 0.019
2880ML0150190011100928C00_DXXX,2880.5193, 276.3, 0.908, 0.033
2882ML0150480011101109C00_DXXX,2882.6995, 277.7, 0.928, 0.014
2883ML0150500011101115C00_DXXX,2883.2866, 278.1, 1.141, 0.015
2884ML0150580011101127C00_DXXX,2884.6191, 278.9, 0.869, 0.025
2889ML0150720011101163C00_DXXX,2889.6587, 282.1, 0.816, 0.019
2890ML0150740011101166C00_DXXX,2890.2891, 282.5, 0.944, 0.014
2893ML0150980011101243C00_DXXX,2893.4727, 284.6, 0.830, 0.033
2894ML0151020031101298C00_DXXX,2894.3035, 285.1, 0.820, 0.014
2898ML0151160011101382C00_DXXX,2898.2905, 287.6, 1.013, 0.014
2900ML0151210011101409C00_DXXX,2900.4485, 289.0, 0.800, 0.032
2903ML0151280011101418C00_DXXX,2903.6064, 291.0, 0.805, 0.027
2904ML0151290011101423C00_DXXX,2904.2913, 291.4, 1.009, 0.014
2907ML0151620011101462C00_DXXX,2907.4827, 293.4, 0.758, 0.033
2907ML0151670011101491C00_DXXX,2907.6594, 293.5, 0.746, 0.019
2909ML0151780011101562C00_DXXX,2909.2866, 294.5, 0.949, 0.015
2909ML0151790011101567C00_DXXX,2909.4241, 294.6, 0.796, 0.031
2909ML0151840011101590C00_DXXX,2909.7151, 294.8, 0.764, 0.015
2913ML0152000011101630C00_DXXX,2913.4150, 297.1, 0.807, 0.030
2916ML0152100011101805C00_DXXX,2916.3518, 298.9, 0.814, 0.021
2916ML0152110011101807C00_DXXX,2916.5642, 299.0, 0.735, 0.031
2916ML0152130011101846C00_DXXX,2916.6301, 299.0, 0.713, 0.024
2919ML0152180011101920C00_DXXX,2919.4182, 300.8, 0.821, 0.031
2922ML0152500011101939C00_DXXX,2922.6138, 302.7, 0.688, 0.027
2924ML0152560011101974C00_DXXX,2924.2876, 303.7, 0.787, 0.014
2925ML0152620011102124C00_DXXX,2925.4194, 304.4, 0.802, 0.031
2927ML0152730011102200C00_DXXX,2927.4180, 305.6, 0.816, 0.031
2929ML0152830011102273C00_DXXX,2929.5034, 306.9, 0.683, 0.034
2930ML0152880011102290C00_DXXX,2930.3115, 307.4, 0.868, 0.015
2934ML0153040011102434C00_DXXX,2934.4126, 309.9, 0.785, 0.030
2937ML0153230011102594C00_DXXX,2937.4370, 311.7, 0.783, 0.032
2937ML0153240011102596C00_DXXX,2937.6528, 311.8, 0.705, 0.021
2938ML0153270011102667C00_DXXX,2938.3057, 312.2, 0.836, 0.014
2939ML0153350011102852C00_DXXX,2939.4070, 312.8, 0.881, 0.030
2941ML0153470011102994C00_DXXX,2941.4124, 314.0, 0.899, 0.031
2944ML0153580011103169C00_DXXX,2944.5996, 315.9, 0.709, 0.028
2945ML0153590011103174C00_DXXX,2945.3093, 316.3, 0.833, 0.014
2948ML0153830011103598C00_DXXX,2948.4070, 318.2, 0.918, 0.030
2949ML0153840011103600C00_DXXX,2949.4089, 318.7, 0.978, 0.030
2951ML0154040011103826C00_DXXX,2951.2871, 319.8, 1.108, 0.015
2951ML0154130011104029C00_DXXX,2951.6880, 320.1, 0.914, 0.015
2953ML0154160011104036C00_DXXX,2953.4910, 321.1, 1.162, 0.035
2956ML0154350011104145C00_DXXX,2956.6389, 323.0, 0.981, 0.024
2957ML0154360011104150C00_DXXX,2957.2852, 323.3, 1.140, 0.015
2958ML0154450011104213C00_DXXX,2958.6199, 324.1, 0.970, 0.027
2958ML0154470011104219C00_DXXX,2958.6604, 324.1, 0.958, 0.019
2959ML0154500011104289C00_DXXX,2959.4834, 324.6, 1.069, 0.035
2959ML0154540011104316C00_DXXX,2959.5759, 324.6, 1.032, 0.032
2962ML0154680011104382C00_DXXX,2962.5566, 326.3, 1.043, 0.033
2965ML0154740011104443C00_DXXX,2965.2935, 327.9, 1.249, 0.014
2965ML0154850011104499C00_DXXX,2965.6956, 328.1, 1.030, 0.014
2966ML0154860011104504C00_DXXX,2966.4023, 328.5, 1.170, 0.030
2969ML0155010011104605C00_DXXX,2969.4971, 330.3, 1.100, 0.035
2972ML0155140011104708C00_DXXX,2972.2871, 331.9, 1.112, 0.014
2972ML0155210011104800C00_DXXX,2972.6506, 332.1, 0.952, 0.021
2974ML0155230011104806C00_DXXX,2974.4849, 333.1, 0.974, 0.035
2976ML0155420011104928C00_DXXX,2976.4241, 334.2, 1.052, 0.032
2978ML0155530011104946C00_DXXX,2978.2874, 335.2, 1.001, 0.014
2979ML0155540011104951C00_DXXX,2979.4067, 335.8, 1.079, 0.031
2985ML0155670011105025C00_DXXX,2985.4233, 339.2, 0.995, 0.032
2990ML0155770011105032C00_DXXX,2990.4636, 341.9, 0.926, 0.035
2990ML0155800011105037C00_DXXX,2990.6621, 342.0, 0.879, 0.019
2992ML0155940011005260C00_DXXX,2992.2827, 342.9, 0.952, 0.016
2992ML0155950011005265C00_DXXX,2992.4417, 343.0, 0.997, 0.034
2992ML0156010011005339C00_DXXX,2992.7302, 343.2, 0.902, 0.027
2994ML0156170011005356C00_DXXX,2994.6658, 344.2, 0.831, 0.019
2998ML0156310011005400C00_DXXX,2998.3916, 346.2, 1.021, 0.028
